Shipment_ID,Distance_km,Weight_kg,Mode_of_Transport,Origin,Destination,Fuel_Price_per_Liter,Demand_Fluctuation,Traffic_Conditions,Warehouse_Processing_Time,Customs_Clearance_Delay,Packaging_Cost,Freight_Insurance_Cost,Freight_Cost_USD
SHIP01034,2382.0,1984.0,Road,Mumbai,Dubai,1.11,0.910721337813877,Low,1,1,364.57,468.89,341.08
SHIP01035,3426.0,753.0,Road,Chennai,Singapore,0.85,0.902812729149899,Medium,2,0,201.01,607.88,291.8
SHIP01036,4574.0,2573.0,Rail,Chennai,Dubai,0.65,1.01715265913644,Low,8,4,225.08,281.53,464.96
SHIP01037,1550.0,2689.0,Road,Kolkata,Los Angeles,1.46,1.17763995219678,Low,8,1,250.79,249.22,497.67
SHIP01038,335.0,4632.0,Rail,Chennai,Singapore,0.71,1.1446644087466,High,3,2,277.11,689.16,258.54
SHIP01039,3545.0,3959.0,Sea,Kolkata,Dubai,1.76,1.0036652014958,Medium,5,3,156.16,974.07,1463.81
SHIP01040,2115.0,4851.0,Sea,Bangalore,Singapore,1.94,0.806919303915055,Medium,8,4,122.25,912.96,1066.17
SHIP01041,818.0,1214.0,Air,Kolkata,Dubai,0.7,0.827359561297609,Low,9,2,65.24,935.23,247.59
SHIP01042,3107.0,669.0,Air,Kolkata,New York,1.06,1.14414036284615,Medium,2,4,78.76,532.72,1252.14
SHIP01043,4339.0,3116.0,Sea,Chennai,Dubai,1.91,0.913452010636584,High,8,2,239.13,390.99,1543.27
SHIP01044,2211.0,4922.0,Road,Delhi,London,1.21,0.927236167081525,Low,3,0,335.58,777.61,524.18
SHIP01045,3343.0,496.0,Road,Bangalore,Los Angeles,1.3,0.855910982473003,Low,9,0,336.29,565.09,399.56
SHIP01046,996.0,2387.0,Sea,Mumbai,New York,1.62,0.889245366154288,High,5,0,233.68,822.46,473.12
SHIP01047,4976.0,258.0,Sea,Kolkata,Los Angeles,0.82,0.898875267405835,Medium,5,0,313.21,714.01,564.42
SHIP01048,3385.0,2510.0,Air,Kolkata,New York,1.97,0.964837386109212,Low,4,2,479.91,395.56,1951.27375
SHIP01049,2588.5,3492.0,Road,Kolkata,Singapore,1.67,1.04925820459197,Low,8,1,491.32,114.95,1041.89
SHIP01050,4945.0,2761.0,Sea,Delhi,Dubai,0.74,0.941262433481585,Medium,1,2,423.96,330.07,660.89
SHIP01051,4923.0,2387.0,Air,Mumbai,Singapore,0.67,0.979945306780518,Medium,6,2,458.04,839.12,1204.76
SHIP01052,1531.0,1341.0,Air,Chennai,Los Angeles,1.9,0.872760038774857,High,7,3,76.62,488.34,1095.19
SHIP01053,1951.0,2248.0,Road,Bangalore,Los Angeles,1.53,0.822555882802749,Low,8,3,146.6,830.39,818.7402369133013
SHIP01054,3501.0,1450.0,Air,Delhi,New York,0.56,0.939296150691781,High,4,2,477.45,712.88,666.87
SHIP01055,4114.0,2705.0,Air,Mumbai,Los Angeles,0.71,0.824996585506547,Medium,9,0,73.83,343.48,960.6
SHIP01056,104.0,4062.0,Rail,Bangalore,Dubai,0.57,0.919888055125101,Medium,3,3,438.56,469.12,818.7402369133013
SHIP01057,2588.5,754.0,Sea,Chennai,Los Angeles,1.96,1.13503951536849,Medium,8,3,225.21,673.94,750.83
SHIP01058,3512.0,875.0,Road,Bangalore,Singapore,1.25,0.946772337280812,High,5,2,487.74,883.29,467.41
SHIP01059,3129.0,1054.0,Sea,Kolkata,Dubai,1.19,0.877304706223984,High,5,4,361.11,87.47,572.53
SHIP01060,882.0,3510.0,Rail,Kolkata,Los Angeles,1.93,1.16082701736836,Medium,7,3,175.15,992.5,708.95
SHIP01061,4458.0,426.0,Road,Delhi,London,1.26,1.05573973693702,High,5,0,67.85,437.12,621.35
SHIP01062,2856.0,1022.0,Sea,Bangalore,London,1.28,1.19530072061731,Low,7,2,127.05,173.5,772.72
SHIP01063,2540.0,4263.0,Air,Kolkata,Singapore,1.98,0.920100567780588,High,9,4,355.07,364.69,1951.27375
SHIP01064,377.0,3126.0,Road,Delhi,New York,0.67,0.880147629503625,High,5,1,167.33,805.96,114.4
SHIP01065,3360.0,493.0,Rail,Delhi,New York,1.98,0.919176113251086,Low,2,0,475.06,595.57,787.65
SHIP01066,3350.0,804.0,Air,Delhi,Los Angeles,0.75,1.12499694369221,High,6,0,272.06,155.3,949.72
SHIP01067,3725.0,3654.0,Rail,Chennai,Dubai,1.21,0.860611411596916,High,9,2,267.09,418.87,693.78
SHIP01068,3104.0,2495.039894736842,Air,Kolkata,New York,1.01,0.896431322248166,Low,9,1,405.5,102.69,1492.95
SHIP01069,2193.0,2221.0,Sea,Kolkata,London,1.93,1.08065318358529,High,5,0,400.65,113.37,1033.5
SHIP01070,1361.0,2755.0,Sea,Mumbai,New York,1.23,1.09520017255108,High,2,0,346.65,259.79,553.35
SHIP01071,3241.0,3515.0,Sea,Chennai,London,0.53,1.18353653565819,High,6,2,476.52,383.67,470.31
SHIP01072,2588.0,2761.0,Rail,Kolkata,New York,0.83,1.19206067073371,High,4,0,294.09,708.55,471.18
SHIP01073,4033.0,2457.0,Road,Kolkata,Singapore,1.15,1.06541244760706,Low,4,4,451.24,66.21,644.65
SHIP01074,2588.5,672.0,Sea,Mumbai,Dubai,1.51,0.945117848369425,Low,3,1,240.51,349.51,1056.0
SHIP01075,214.0,1773.0,Rail,Bangalore,Los Angeles,1.34,0.981205666582302,High,1,3,383.36,389.63,173.63
SHIP01076,4327.0,3372.0,Air,Bangalore,London,1.77,0.975707084329887,High,9,3,124.7,344.12,818.7402369133013
SHIP01077,872.0,1969.0,Sea,Chennai,New York,1.74,0.954951190732746,Low,6,1,426.73,185.18,818.7402369133013
SHIP01078,993.0,968.0,Air,Delhi,Los Angeles,1.39,0.935298090245731,Low,3,4,182.86,867.81,576.06
SHIP01079,4475.0,4265.0,Sea,Mumbai,London,1.36,0.86716013095768,Medium,1,2,365.73,355.14,1168.87
SHIP01080,824.0,631.0,Air,Mumbai,London,0.92,0.946463614985253,Low,6,2,167.97,852.25,297.66
SHIP01081,2248.0,3931.0,Rail,Kolkata,Singapore,1.94,1.18769189373192,High,4,3,477.08,230.48,1165.01
SHIP01082,3206.0,1736.0,Sea,Kolkata,New York,0.62,1.15286253722983,Low,1,0,103.44,736.58,436.8
SHIP01083,4292.0,3959.0,Rail,Mumbai,Los Angeles,1.1,1.04693065467789,High,4,1,268.27,240.52,818.7402369133013
SHIP01084,3745.0,2049.0,Rail,Delhi,New York,1.49,0.877122392260064,Low,2,4,203.33,375.17,748.0
SHIP01085,3502.0,2761.0,Air,Bangalore,New York,1.92,1.15146589696449,Low,3,2,272.05,693.57,1951.27375
SHIP01086,964.0,450.0,Sea,Chennai,Dubai,1.25,0.924746399853279,Low,7,1,123.05,570.6,206.16
SHIP01087,1358.0,3698.0,Road,Bangalore,London,1.84,1.0182859481892,High,7,0,256.8,303.39,600.88
SHIP01088,4227.0,2678.0,Road,Chennai,London,0.66,1.16471791511213,Low,5,3,74.61,887.22,427.87
SHIP01089,563.0,1706.0,Rail,Delhi,Dubai,1.3,0.933876042228324,Low,2,0,123.23,498.87,206.29
SHIP01090,1970.0,670.0,Air,Mumbai,Dubai,0.97,1.16533709350587,Medium,9,4,339.25,799.02,818.7402369133013
SHIP01091,3644.0,296.0,Air,Delhi,New York,1.69,0.894051343163328,Medium,9,3,239.73,869.02,1718.85
SHIP01092,4891.0,3389.0,Air,Mumbai,London,1.17,1.17148124153211,Low,9,0,253.48,477.45,1951.27375
SHIP01093,1459.0,3060.0,Sea,Kolkata,Los Angeles,1.26,0.943466188898766,Low,6,4,466.52,366.41,511.83
SHIP01094,4852.0,4769.0,Sea,Chennai,Singapore,0.6,0.949840483526977,High,1,4,115.37,575.78,618.62
SHIP01095,4616.0,2418.0,Air,Kolkata,Dubai,1.16,1.02120316865829,High,6,4,280.36,128.33,1951.27375
SHIP01096,3240.0,4044.0,Road,Mumbai,Los Angeles,0.62,0.938810589197495,Medium,8,1,270.45,699.6,306.28
SHIP01097,4541.0,1889.0,Road,Chennai,Los Angeles,0.95,0.979992964768738,High,4,4,228.14,766.61,510.7
SHIP01098,1605.0,2953.0,Sea,Chennai,New York,0.69,1.00052959005746,Low,6,2,416.71,150.86,319.1
SHIP01099,854.0,4445.0,Air,Kolkata,Dubai,1.0,0.99640781943198,Medium,8,4,287.76,331.45,919.63
SHIP01100,1329.0,4548.0,Road,Chennai,Los Angeles,0.84,1.18444378216545,High,6,0,412.01,778.69,358.47
SHIP01101,3627.0,3741.0,Road,Mumbai,Singapore,0.93,0.912715381120095,High,4,2,431.41,350.63,466.64
SHIP01102,2951.0,3891.0,Sea,Mumbai,Los Angeles,0.72,0.913831831934348,Low,7,3,44.9,633.43,483.25
SHIP01103,1437.0,4398.0,Sea,Kolkata,Singapore,1.16,1.13516867597014,High,5,2,469.54,621.04,718.18
SHIP01104,4738.0,1442.0,Road,Delhi,Singapore,1.25,0.956803536739763,High,1,0,383.93,296.35,652.9
SHIP01105,2811.0,3800.0,Air,Mumbai,Singapore,1.75,0.829278857564204,Medium,3,3,247.32,777.45,1951.27375
SHIP01106,2729.0,4305.0,Road,Mumbai,Dubai,1.31,0.992501591638446,High,3,0,411.77,519.33,634.68
SHIP01107,2156.0,3058.0,Road,Chennai,Singapore,0.84,1.0200915657786,Low,1,0,122.64,164.16,315.76
SHIP01108,4273.0,4350.0,Air,Chennai,Dubai,1.6,1.047077093861,High,4,1,411.51,146.66,1951.27375
SHIP01109,4881.0,2495.039894736842,Sea,Mumbai,Los Angeles,0.95,0.894037303494944,Low,2,1,282.59,921.49,837.66
SHIP01110,2588.5,3564.0,Air,Kolkata,Singapore,1.63,1.18930377552859,Low,1,0,227.67,413.03,1951.27375
SHIP01111,4003.0,809.0,Air,Delhi,London,1.08,1.09480730867859,Medium,6,4,289.74,576.29,1563.42
SHIP01112,3236.0,2818.0,Air,Chennai,Los Angeles,1.27,1.08805627970818,High,7,1,361.1,658.82,1925.58
SHIP01113,3330.0,3138.0,Air,Chennai,London,1.26,1.14914898553021,Low,4,0,145.9,737.84,1951.27375
SHIP01114,2623.0,2165.0,Sea,Delhi,London,1.93,0.810451025826039,Low,5,2,57.77,442.58,869.41
SHIP01115,4666.0,2495.039894736842,Road,Chennai,New York,0.73,1.045256891508,Low,9,0,454.34,513.72,519.25
SHIP01116,2649.0,1773.0,Rail,Kolkata,Dubai,1.91,1.12713476355773,Low,8,0,475.76,744.13,913.36
SHIP01117,4083.0,3016.0,Sea,Chennai,New York,1.34,0.813749498014872,Medium,2,3,316.1,675.06,914.48
SHIP01118,286.0,479.0,Air,Chennai,Dubai,1.99,1.1024582856626,Low,3,1,260.22,636.74,345.87
SHIP01119,1354.0,2405.0,Road,Mumbai,New York,1.36,1.19587890005553,Low,9,3,36.42,418.51,415.79
SHIP01120,3480.0,2509.0,Road,Kolkata,Los Angeles,1.48,1.0373641398566,Medium,5,4,213.71,967.42,726.89
SHIP01121,1351.0,4242.0,Air,Kolkata,London,1.62,0.969876955955419,Medium,1,0,176.74,225.31,1636.56
SHIP01122,2591.0,1768.0,Sea,Mumbai,Los Angeles,1.73,0.981443346029727,Medium,9,1,197.86,160.78,885.03
SHIP01123,2101.0,1315.0,Air,Bangalore,Dubai,1.22,1.07179231061329,Low,8,1,362.48,321.62,1082.09
SHIP01124,491.0,1358.0,Road,Delhi,London,1.52,1.02798230459048,Low,7,1,187.01,289.02,182.82
SHIP01125,2126.0,1100.0,Road,Kolkata,London,1.42,1.11502809461017,High,7,0,397.65,962.81,423.7
SHIP01126,3230.0,3523.0,Sea,Bangalore,Dubai,1.11,0.968655024821206,High,8,0,495.48,57.95,805.03
SHIP01127,2707.0,2299.0,Rail,Delhi,Los Angeles,1.73,0.96692986049392,High,4,2,277.69,886.09,774.13
SHIP01128,2588.5,2859.0,Air,Kolkata,London,0.79,1.09838615060964,Medium,7,3,146.02,436.05,1373.83
SHIP01129,854.0,2971.0,Rail,Chennai,Los Angeles,0.75,1.05820746849627,High,8,3,479.35,589.08,222.81
SHIP01130,124.0,4726.0,Road,Kolkata,Los Angeles,1.6,1.11123921322144,High,3,0,368.58,708.87,442.18
SHIP01131,2225.0,4091.0,Rail,Delhi,Los Angeles,1.46,1.15486548976471,Medium,2,4,120.16,92.69,864.06
SHIP01132,3974.0,2467.0,Air,Bangalore,London,0.98,0.905362337803156,Low,2,1,497.25,541.63,1386.11
SHIP01133,2139.0,582.0,Air,Chennai,Singapore,1.45,0.926014348505553,Medium,7,0,15.02,87.63,978.84
SHIP01134,90.0,948.0,Road,Delhi,New York,1.66,1.01078029665539,High,9,0,292.24,143.39,94.63
SHIP01135,2131.0,2704.0,Sea,Delhi,Dubai,1.26,1.1721811163232,High,8,0,345.4,646.02,508.3
SHIP01136,4733.0,1519.0,Sea,Kolkata,Los Angeles,1.37,1.13387515992551,Medium,7,1,99.39,311.13,1279.81
SHIP01137,1672.0,2970.0,Road,Mumbai,London,1.74,0.987378287702939,Medium,9,1,35.15,185.1,542.38
SHIP01138,391.0,1302.0,Air,Mumbai,Dubai,1.12,1.0292475551063,High,4,0,13.62,97.05,360.35
SHIP01139,4102.0,819.0,Sea,Chennai,Singapore,1.26,1.08492404945247,Medium,7,2,463.77,813.88,998.51
SHIP01140,2124.0,883.0,Rail,Delhi,Singapore,0.62,1.00907203407782,High,5,3,295.57,651.54,192.6
SHIP01141,695.0,2259.0,Road,Bangalore,London,1.75,0.839379488371609,High,1,2,93.84,80.51,268.0
SHIP01142,4876.0,4699.0,Rail,Chennai,Los Angeles,1.69,0.941094714974,High,4,2,311.68,651.96,1379.02
SHIP01143,4313.0,3474.0,Air,Chennai,Singapore,1.18,0.819044909543474,Low,1,0,11.23,147.99,1754.15
SHIP01144,659.0,2495.039894736842,Sea,Kolkata,Singapore,0.68,1.06794614253211,Medium,1,1,193.1,361.08,133.93
SHIP01145,504.0,1246.0,Air,Bangalore,Singapore,1.49,0.934849513722853,Medium,7,3,386.29,676.92,470.95
SHIP01146,3003.0,3964.0,Rail,Delhi,London,1.36,1.09534507751369,High,3,2,58.85,320.52,891.12
SHIP01147,1758.0,1710.0,Air,Delhi,Dubai,1.88,0.971884065647113,Low,9,4,305.83,770.36,1432.3
SHIP01148,3522.0,4704.0,Air,Delhi,New York,0.92,0.818235330922348,Medium,7,1,164.7,542.68,1326.54
SHIP01149,3019.0,310.0,Road,Chennai,London,0.55,0.951846414499985,Medium,6,1,58.29,286.81,166.16
SHIP01150,3078.0,2314.0,Road,Kolkata,Los Angeles,0.88,0.887477823640359,Low,2,3,414.07,578.71,330.75
SHIP01151,4847.0,4950.0,Air,Chennai,London,1.14,0.885716300318098,Medium,5,3,278.66,82.43,1951.27375
SHIP01152,2731.0,1235.0,Road,Mumbai,London,0.73,0.95104393435343,Medium,8,3,397.7,466.99,232.47
SHIP01153,3679.0,2499.0,Air,Mumbai,New York,1.97,1.19133052413261,Medium,4,0,484.56,359.24,1951.27375
SHIP01154,4275.0,3583.0,Rail,Delhi,New York,0.83,1.1840277021715,Low,8,1,99.95,447.6,715.42
SHIP01155,3117.0,4420.0,Road,Kolkata,New York,1.52,1.12138169149302,Low,9,0,77.1,630.73,907.99
SHIP01156,1436.0,4351.0,Air,Delhi,Dubai,1.18,0.898186900116727,High,8,0,490.62,452.6,1148.31
SHIP01157,3826.0,3394.0,Road,Delhi,London,1.33,1.10557164139934,High,6,0,124.32,576.69,812.11
SHIP01158,2916.0,916.0,Air,Chennai,Los Angeles,1.26,0.806145379414028,High,2,1,219.19,155.85,1550.36
SHIP01159,4838.0,142.0,Road,Delhi,New York,1.3,0.822539622641884,Medium,8,4,419.8,344.35,524.92
SHIP01160,3413.0,3228.0,Sea,Delhi,New York,1.26,1.13429310639584,High,4,2,122.88,451.53,821.1
SHIP01161,4939.0,1401.0,Air,Kolkata,London,0.83,1.02569464062373,High,1,1,358.63,100.99,1440.32
SHIP01162,4174.0,414.0,Sea,Kolkata,Los Angeles,1.84,0.94932307001202,High,5,1,395.56,951.05,1147.88
SHIP01163,198.0,4966.0,Air,Kolkata,New York,1.98,1.09618334394665,High,3,3,253.23,910.67,1745.69
SHIP01164,3900.0,3768.0,Sea,Delhi,London,0.88,0.84574519349382,High,3,2,248.84,366.59,645.72
SHIP01165,2108.0,1974.0,Air,Kolkata,Singapore,1.58,0.914674584497044,Medium,7,3,122.06,645.96,1341.86
SHIP01166,2588.5,3145.0,Road,Kolkata,Dubai,1.26,1.09104342489119,Low,1,4,316.71,499.94,379.22
SHIP01167,236.0,2495.039894736842,Sea,Bangalore,London,1.55,0.882867529173513,Medium,3,0,108.43,584.49,314.06
SHIP01168,2904.0,1346.0,Road,Bangalore,New York,1.95,1.04025705235159,Low,6,3,138.71,165.56,725.59
SHIP01169,2588.5,2326.0,Air,Mumbai,Los Angeles,0.91,0.979065300191325,High,8,4,302.21,565.47,658.32
SHIP01170,1383.0,52.0,Road,Chennai,Singapore,1.61,0.880945529648957,Medium,6,2,145.98,290.96,818.7402369133013
SHIP01171,4243.0,3542.0,Air,Chennai,Los Angeles,1.16,1.15535308392282,High,4,0,237.27,630.48,818.7402369133013
SHIP01172,4200.0,1803.0,Road,Kolkata,Los Angeles,1.48,0.97421102370694,Medium,8,4,475.68,779.17,735.55
SHIP01173,2761.0,960.0,Sea,Mumbai,Los Angeles,1.11,1.03953599024297,Medium,5,3,301.41,906.9,560.96
SHIP01174,4903.0,2495.039894736842,Air,Mumbai,London,1.56,0.901215054154109,High,6,4,377.93,81.91,1951.27375
SHIP01175,4551.0,4281.0,Road,Bangalore,London,1.01,0.93872198200974,High,1,4,354.45,547.49,634.43
SHIP01176,1835.0,4065.0,Air,Mumbai,Dubai,1.23,0.819593535418611,Low,4,0,476.85,437.73,1169.65
SHIP01177,2588.5,1488.0,Air,Delhi,Singapore,1.56,0.993285733046018,High,4,1,62.35,263.59,717.74
SHIP01178,1812.0,922.0,Air,Kolkata,Los Angeles,0.56,0.937938429528609,Low,5,4,100.02,300.79,358.16
SHIP01179,3970.0,1191.0,Rail,Delhi,New York,0.99,0.931761508428321,High,1,0,346.03,832.27,505.37
SHIP01180,4510.0,715.0,Air,Chennai,Los Angeles,1.32,1.15597731634366,Low,4,0,424.71,750.65,1951.27375
SHIP01181,531.0,258.0,Road,Bangalore,Singapore,0.61,1.08154795928614,Medium,7,2,375.79,908.06,43.54
SHIP01182,203.0,1001.0,Rail,Delhi,Los Angeles,1.55,0.982915810599211,Medium,6,2,82.35,795.65,128.62
SHIP01183,2588.5,1107.0,Road,Kolkata,London,1.72,0.878140482906283,High,5,1,343.11,104.0,321.34
SHIP01184,2588.5,4794.0,Rail,Delhi,London,0.74,1.18930056178248,Medium,1,3,317.81,156.01,482.32
SHIP01185,2588.5,4772.0,Air,Delhi,Singapore,1.6,0.829906116249674,High,8,4,273.1,695.25,1903.74
SHIP01186,1290.0,2495.039894736842,Sea,Mumbai,Dubai,1.47,0.854442414073915,High,5,4,286.4,675.67,682.97
SHIP01187,110.0,4058.0,Sea,Bangalore,Los Angeles,1.12,0.908128615704152,High,8,0,307.5,897.66,326.34
SHIP01188,988.0,1918.0,Air,Chennai,Singapore,0.75,1.18181134213024,Low,6,0,98.7,550.5,517.72
SHIP01189,2588.5,4914.0,Rail,Kolkata,New York,1.93,0.911552842118904,Low,7,0,172.91,597.14,875.29
SHIP01190,4170.0,821.0,Road,Kolkata,New York,1.2,0.996570528793418,High,1,2,310.07,546.31,547.77
SHIP01191,4276.0,4885.0,Sea,Chennai,Dubai,0.78,1.10446589163225,Medium,6,0,48.92,695.37,868.18
SHIP01192,3619.0,4080.0,Air,Kolkata,London,1.58,1.17167425348646,Medium,3,1,357.97,425.44,1951.27375
SHIP01193,1302.0,571.0,Air,Mumbai,Singapore,1.41,1.04203600370768,Medium,3,0,375.3,632.97,699.74
SHIP01194,4253.0,3405.0,Rail,Delhi,Los Angeles,1.72,0.953710961101181,Low,3,3,80.47,516.24,1172.32
SHIP01195,221.0,1450.0,Sea,Mumbai,Singapore,1.99,1.19420346002414,Low,6,0,149.2,948.64,337.22
SHIP01196,1508.0,3788.0,Air,Mumbai,Dubai,0.57,0.810465050057643,Low,8,4,123.23,448.36,471.48
SHIP01197,3599.0,4393.0,Sea,Mumbai,Singapore,1.61,1.13286926657861,Medium,3,4,112.86,171.59,1585.58
SHIP01198,4247.0,3773.0,Road,Chennai,Dubai,1.26,0.910971927741862,Medium,3,0,189.67,831.36,1106.31
SHIP01199,2372.0,3297.0,Air,Bangalore,Dubai,1.31,1.12698072506953,Medium,5,4,379.75,528.91,1780.69
SHIP01200,1686.0,1908.0,Air,Chennai,Dubai,1.57,0.864866751306653,Medium,6,0,209.29,202.62,1075.41
SHIP01201,3165.0,4831.0,Road,Chennai,Singapore,1.16,0.938727366014877,Low,6,0,272.06,931.33,607.67
SHIP01202,4140.0,4114.0,Air,Mumbai,New York,1.26,0.822388530744736,High,7,2,70.1,165.91,1590.06
SHIP01203,3054.0,4731.0,Rail,Bangalore,Los Angeles,1.54,0.879848902433746,Medium,7,2,311.08,114.93,881.19
SHIP01204,379.0,2448.0,Road,Chennai,Dubai,1.98,1.04111693455528,Medium,3,4,499.57,304.16,330.44
SHIP01205,3690.0,192.0,Rail,Bangalore,London,0.64,1.10460082254083,Low,5,4,367.26,672.14,321.18
SHIP01206,3944.0,2901.0,Road,Mumbai,Dubai,1.13,1.16449071771061,Low,1,1,247.61,156.34,709.85
SHIP01207,4157.0,3519.0,Road,Chennai,Singapore,1.91,0.847874214703524,Medium,1,1,240.95,969.19,958.14
SHIP01208,1391.0,3745.0,Rail,Bangalore,Dubai,0.67,0.856229140917071,High,2,0,462.03,558.31,224.66
SHIP01209,3713.0,767.0,Road,Kolkata,London,1.48,1.17551022051445,Low,2,1,209.85,595.03,712.69
SHIP01210,265.0,692.0,Sea,Chennai,New York,1.15,1.10638986372919,Low,7,3,365.91,952.86,116.61
SHIP01211,388.0,3490.0,Rail,Chennai,Singapore,1.07,1.01590058240592,Low,5,2,308.89,494.32,278.23
SHIP01212,4112.0,2598.0,Road,Chennai,Singapore,0.81,0.990690226076883,Low,3,4,317.11,711.29,434.21
SHIP01213,2758.0,3743.0,Rail,Bangalore,Singapore,0.76,0.863086368115202,Medium,7,1,51.03,84.25,364.4
SHIP01214,3202.0,419.0,Road,Delhi,London,1.27,0.951720535353064,Medium,3,3,336.23,85.05,412.34
SHIP01215,1800.0,3700.0,Road,Chennai,Singapore,1.07,0.949041908392711,Medium,3,1,324.59,755.85,370.65
SHIP01216,2471.0,836.0,Sea,Kolkata,New York,1.24,1.05933859794119,High,4,4,373.42,940.58,569.24
SHIP01217,759.0,999.0,Sea,Kolkata,Los Angeles,0.79,1.0395619833041,Low,5,1,341.96,737.09,155.03
SHIP01218,3776.0,571.0,Sea,Mumbai,Los Angeles,1.26,0.823884411948125,Low,8,2,441.12,196.8,516.99
SHIP01219,3692.0,2993.0,Road,Delhi,Dubai,1.99,1.13939205580656,Low,9,1,498.74,836.14,1176.44
SHIP01220,4043.0,404.0,Sea,Delhi,Los Angeles,1.05,1.17501909202434,Medium,5,3,103.58,612.21,785.6
SHIP01221,538.0,2385.0,Rail,Bangalore,London,1.12,1.11208335264922,Low,8,1,445.35,112.13,258.65
SHIP01222,96.0,1532.0,Road,Mumbai,Los Angeles,0.53,0.871353751909925,Medium,3,4,153.13,417.18,39.81
SHIP01223,3409.0,1697.0,Rail,Bangalore,London,1.07,0.868867331764551,Medium,7,1,138.38,785.74,474.98
SHIP01224,4923.0,3095.0,Sea,Mumbai,London,1.65,1.09044486606278,High,3,3,120.01,246.03,1746.29
SHIP01225,2588.5,4681.0,Road,Delhi,Dubai,1.27,0.976347046374159,Low,3,1,277.64,832.09,818.7402369133013
SHIP01226,450.0,2265.0,Rail,Bangalore,Los Angeles,1.49,1.11152154217209,Medium,4,0,268.2,595.83,314.51
SHIP01227,4040.0,4766.0,Air,Mumbai,Dubai,1.33,0.830191604494609,Low,2,4,426.76,478.12,1951.27375
SHIP01228,3207.0,477.0,Rail,Delhi,Singapore,0.66,1.08657459612423,Medium,7,0,225.13,52.22,296.51
SHIP01229,4395.0,2587.0,Road,Delhi,New York,1.0,0.969638382778285,Medium,6,0,393.92,296.59,551.58
SHIP01230,440.0,594.0,Air,Chennai,Los Angeles,1.54,0.812393956633263,Medium,3,4,487.4,827.89,276.62
SHIP01231,3903.0,2814.0,Sea,Bangalore,Singapore,1.32,1.01806318245741,Medium,1,4,105.21,151.49,1070.37
SHIP01232,4480.0,4969.0,Sea,Chennai,Singapore,1.51,1.07961434019128,High,3,3,51.0,533.47,1703.05
SHIP01233,678.0,3815.0,Rail,Delhi,Dubai,1.04,1.01129581778858,Low,4,3,181.4,79.48,326.32
SHIP01234,4282.0,708.0,Sea,Bangalore,Dubai,0.79,0.8491519767756,Low,1,3,479.53,296.54,466.5
SHIP01235,2980.0,2877.0,Rail,Bangalore,New York,1.74,1.12636364828293,Medium,8,0,393.59,206.92,1039.16
SHIP01236,1571.0,2108.0,Rail,Kolkata,New York,1.06,0.926833932194004,Low,2,1,232.58,446.08,309.47
SHIP01237,876.0,3377.0,Rail,Mumbai,New York,1.48,1.16858394738554,Low,3,2,55.61,615.71,532.24
SHIP01238,4872.0,2495.039894736842,Rail,Kolkata,New York,1.07,1.16275018253718,Low,5,1,155.19,466.85,785.6
SHIP01239,1550.0,1882.0,Road,Kolkata,Dubai,1.89,0.88014497821466,High,9,2,444.56,829.77,414.37
SHIP01240,3344.0,458.0,Road,Delhi,London,1.99,0.990546153332277,Medium,6,2,85.46,211.37,704.31
SHIP01241,2469.0,4229.0,Air,Mumbai,Dubai,1.47,0.85494620956278,High,3,2,330.6,638.46,1728.12
SHIP01242,984.0,3297.0,Air,Kolkata,London,1.4,1.07109879578837,Low,3,2,310.41,866.07,1184.26
SHIP01243,3092.0,4852.0,Sea,Kolkata,Dubai,1.76,1.14076677801005,Low,8,4,162.18,620.39,1661.81
SHIP01244,4547.0,183.0,Road,Bangalore,Dubai,1.27,1.05934931761638,High,4,3,299.33,477.34,624.05
SHIP01245,1516.0,4933.0,Air,Delhi,New York,1.8,0.904189939538201,Medium,5,4,371.25,749.85,1944.51
SHIP01246,3611.0,716.0,Road,Kolkata,London,1.12,0.830525897916674,Low,4,0,38.92,137.47,369.19
SHIP01247,664.0,326.0,Road,Mumbai,Singapore,1.26,0.827704190532101,High,9,4,400.6,967.21,37.65
SHIP01248,1232.0,3357.0,Sea,Chennai,Singapore,1.89,1.0443712323485,High,8,3,235.54,371.51,861.74
SHIP01249,3273.0,931.0,Sea,Chennai,Singapore,1.58,1.18133144132352,Medium,7,1,118.83,240.44,1046.69
SHIP01250,2717.0,2110.0,Rail,Delhi,New York,1.27,1.07811127109991,High,4,3,274.24,961.09,619.76
SHIP01251,180.0,2132.0,Road,Chennai,Singapore,1.92,1.09225046684819,High,9,1,38.9,54.84,261.3
SHIP01252,3033.0,1287.0,Rail,Bangalore,Dubai,1.83,0.931720134260819,High,8,0,422.41,798.37,752.23
SHIP01253,2588.5,2502.0,Rail,Bangalore,New York,0.66,1.03441542252449,Low,8,2,496.17,448.38,457.06
SHIP01254,4509.0,208.0,Rail,Mumbai,Singapore,1.44,0.926639994539142,Low,2,4,342.03,820.34,738.65
SHIP01255,88.0,2646.0,Road,Delhi,New York,1.31,1.16066629882224,Medium,5,2,165.88,866.16,214.54
SHIP01256,4009.0,3865.0,Road,Delhi,Dubai,1.66,0.853005592674633,High,6,0,447.45,349.26,841.31
SHIP01257,3637.0,4424.0,Rail,Chennai,New York,0.95,1.05280979906962,High,6,0,162.83,894.83,702.0
SHIP01258,970.0,2576.0,Road,Kolkata,Singapore,0.51,1.09233793425938,Low,9,1,187.13,990.45,125.79
