Shipment_ID,Distance_km,Weight_kg,Mode_of_Transport,Origin,Destination,Fuel_Price_per_Liter,Demand_Fluctuation,Traffic_Conditions,Warehouse_Processing_Time,Customs_Clearance_Delay,Packaging_Cost,Freight_Insurance_Cost,Freight_Cost_USD
SHIP00558,1581,1956,Air,Delhi,Singapore,1.12,0.982384300481303,Low,5,3,150.34,134.51,844.68
SHIP00559,3490,1771,Rail,Kolkata,Singapore,0.51,1.11130503953931,Low,6,3,379.51,759.26,297.59
SHIP00560,873,3741,Rail,Chennai,Los Angeles,0.94,0.839910744090234,Low,3,2,218.63,455.2,259.92
SHIP00561,978,1866,Rail,Kolkata,Dubai,0.79,1.06800400959995,Medium,7,1,328.58,914.66,193.48
SHIP00562,183,302,Air,Delhi,New York,1.41,0.960626929159996,Medium,9,1,499.01,290.49,135.72
SHIP00563,2155,4277,Rail,Kolkata,Dubai,1.63,0.896379954609781,High,9,0,11.96,490.12,752.79
SHIP00564,3677,3569,Sea,Bangalore,Los Angeles,1.25,1.07263764475139,High,7,2,425.5,722.72,1098.41
SHIP00565,4830,1957,Rail,Kolkata,Los Angeles,0.78,0.879071159544807,High,3,4,283.77,282.92,477.93
SHIP00566,1902,1960,Sea,Kolkata,London,0.59,0.892366797433038,Low,5,0,192.39,265.52,227.6
SHIP00567,4960,2571,Road,Mumbai,Los Angeles,0.97,1.19941826149887,Medium,9,3,476.14,742.19,726.62
SHIP00568,4225,3899,Sea,Bangalore,London,1.71,1.1554674904387,High,9,0,470.12,220.94,1829.98
SHIP00569,2983,1108,Sea,Chennai,Los Angeles,1.13,1.07885564736263,Medium,3,1,39.67,163.2,646.8
SHIP00570,3334,3588,Sea,Kolkata,London,,0.926305103148106,High,5,0,351.1,296,627.01
SHIP00571,4348,2372,Rail,Bangalore,London,0.53,1.01468733964479,High,1,0,305.48,829.31,357.13
SHIP00572,2861,236,Air,Chennai,Dubai,,0.850646318072459,Low,7,2,342.1,870.64,942.68
SHIP00573,1300,998,Air,Bangalore,London,1.53,0.933580607659834,Low,2,3,474.73,149.17,770.9
SHIP00574,3562,,Sea,Mumbai,Singapore,0.79,0.827188214475821,Medium,6,4,495.31,154.2,463.84
SHIP00575,1306,4409,Rail,Chennai,Los Angeles,1.31,1.04412733257039,Medium,6,4,130.16,845.29,576.2
SHIP00576,3426,4667,Air,Chennai,New York,1.13,1.14299829668108,High,7,2,153.95,948.63,2231.67
SHIP00577,3536,4928,Road,Kolkata,Los Angeles,1.56,1.12382052043877,Low,3,2,370.06,506.19,1051.9
SHIP00578,3634,4680,Road,Delhi,Dubai,1.79,1.142432507619,Medium,8,4,354.12,856.62,1221.66
SHIP00579,1446,259,Rail,Chennai,Dubai,0.96,0.869839887432097,Low,5,0,81.42,894.88,157.87
SHIP00580,3687,2143,Road,Chennai,London,1.86,1.06003384457926,Medium,4,3,474.65,392.7,938.22
SHIP00581,3380,3588,Road,Mumbai,Dubai,1.56,1.18269681527658,Medium,9,4,404.91,529.37,954.61
SHIP00582,2753,1613,Road,Mumbai,Dubai,0.56,1.11330046582867,Low,9,0,172.4,592.59,221.92
SHIP00583,520,75,Air,Mumbai,Los Angeles,1.69,0.801356151519077,Medium,2,0,294.42,786.1,226.51
SHIP00584,1403,224,Road,Kolkata,Singapore,1.24,1.1529226446218,Medium,1,1,364.7,486.26,216.59
SHIP00585,2833,1384,Sea,Chennai,Singapore,1.92,1.08231193999812,Low,3,2,442.4,532.02,1098.76
SHIP00586,2881,371,Sea,Mumbai,London,0.99,0.848824822368055,Low,8,4,494.75,120.78,386.53
SHIP00587,407,4200,Road,Mumbai,Dubai,1.39,0.925529033084017,Medium,4,4,356.37,101.46,322.52
SHIP00588,3069,4097,Sea,Bangalore,Dubai,1.93,0.847005924932762,Medium,5,3,296.8,752.69,1254.85
SHIP00589,717,3277,Air,Bangalore,Singapore,0.91,1.09192419911889,Low,5,4,478.81,508.15,702.16
SHIP00590,4518,1922,Rail,Mumbai,London,1.21,0.801409554564048,Medium,2,0,262.8,135.15,637.56
SHIP00591,1195,2117,Sea,Kolkata,Dubai,1.63,0.985808872563167,Medium,1,0,121.7,278.82,543.16
SHIP00592,4235,382,Road,Delhi,London,1.54,1.19992358937813,Medium,8,3,56.28,693.47,817.87
SHIP00593,3769,3041,Rail,Bangalore,Los Angeles,1.76,1.14045221333344,High,5,0,87.73,529.53,1274.05
SHIP00594,2795,960,Rail,Bangalore,Dubai,1.28,1.03488868580715,Low,2,0,300.08,804.6,
SHIP00595,589,4546,Road,Chennai,Dubai,0.98,1.0775736576152,High,7,4,339.45,423.77,302.23
SHIP00596,2829,999,Sea,Chennai,Dubai,1.3,1.04145551636493,High,2,2,389.24,159.33,675.96
SHIP00597,4186,2125,Air,Mumbai,Singapore,1.02,1.12433837874348,High,6,4,158.31,304.19,1805.73
SHIP00598,4885,2564,Sea,Chennai,Singapore,0.76,1.15439392946281,High,9,1,191.54,154.46,811.58
SHIP00599,3825,3381,Sea,Chennai,Dubai,1.33,1.10663695318898,Medium,4,3,400.42,506.45,1217.68
SHIP00600,2558,3079,Air,Delhi,Dubai,0.57,0.872785011818241,High,5,0,81.39,500.48,611.54
SHIP00601,2829,150,Rail,Kolkata,Los Angeles,0.55,0.949008559567464,High,1,4,431.81,120.31,181.89
SHIP00602,974,4696,Air,Mumbai,Los Angeles,0.6,1.1137632848611,Low,1,4,148.43,231.92,665.99
SHIP00603,3006,2450,Air,Delhi,London,,1.12927103202426,Medium,9,0,235.43,971.38,2164.41
SHIP00604,1631,3421,Road,Mumbai,London,1.11,1.05152109369367,Medium,5,3,121.25,984.32,390.02
SHIP00605,3374,2393,Road,Kolkata,Singapore,1.24,1.08565808841586,Low,3,4,80.99,375.51,615.29
SHIP00606,4535,402,Sea,Mumbai,New York,1.02,0.869799425172208,Medium,2,2,380.22,187.42,630.26
SHIP00607,305,3005,Road,Chennai,Los Angeles,0.88,0.949066322872528,Medium,7,0,398.98,228.97,150.96
SHIP00608,4854,1068,Air,Kolkata,London,,1.01385451260433,Low,4,3,169.3,127.36,1704.35
SHIP00609,1888,1229,Air,Delhi,Los Angeles,0.79,1.19348336240779,Medium,3,1,451.8,131.22,707.85
SHIP00610,1994,3586,Road,Delhi,Los Angeles,1.52,1.11968623609425,High,2,0,342.58,233.34,644.52
SHIP00611,59,3700,Road,Bangalore,New York,0.65,0.877047907922428,High,4,1,266.57,496.92,108.83
SHIP00612,2921,2552,Road,Delhi,Los Angeles,1.28,0.940962616177735,High,9,0,425.82,727.23,505.5
SHIP00613,847,3869,Air,Bangalore,New York,1.22,0.886759317131987,Low,7,4,440.09,200.13,902.75
SHIP00614,1065,1029,Rail,Chennai,New York,0.95,0.860903635646824,Medium,1,3,303.72,446.1,155.02
SHIP00615,1874,4884,Rail,Delhi,Los Angeles,0.65,0.84799203638794,Medium,3,2,296.29,131.26,285.47
SHIP00616,4519,1026,Road,Kolkata,Los Angeles,1.56,1.1862812163571,Medium,5,1,345.5,640.55,931.22
SHIP00617,3186,1421,Sea,Bangalore,London,1.35,1.16265342640693,Medium,7,1,288.91,459.17,917.38
SHIP00618,2243,2330,Sea,Delhi,Los Angeles,1.71,0.99329770636596,Low,5,0,293.79,809.41,868.29
SHIP00619,273,4626,Rail,Chennai,Los Angeles,0.85,1.0194178535936,Medium,9,1,303.12,887.69,1019.77918929395
SHIP00620,4998,157,Road,Kolkata,Los Angeles,1.69,1.13544909996488,Low,7,0,167.8,281.2,974.13
SHIP00621,4208,,Air,Kolkata,London,0.94,1.0595353438377,High,1,0,379.32,430.88,1409.99
SHIP00622,3975,1676,Sea,Chennai,New York,0.67,1.09306316676453,Low,6,1,185.52,522.46,
SHIP00623,4834,753,Sea,Delhi,London,0.7,1.11645674776858,Medium,2,1,327.36,996.48,
SHIP00624,4050,924,Air,Mumbai,Los Angeles,0.83,0.993211502936739,Low,6,4,365.97,919.92,1115.86
SHIP00625,1683,3859,Air,Delhi,Dubai,1.52,1.18991715645299,Medium,3,4,282.88,971.41,1960.15
SHIP00626,2202,2461,Road,Bangalore,Los Angeles,0.87,1.05134598855378,Low,2,4,124.11,490.85,313.96
SHIP00627,,2157,Air,Bangalore,London,1.41,1.05339410066966,Medium,3,3,293.5,999.6,730.09
SHIP00628,434,,Air,Delhi,London,0.88,0.856418054565459,High,4,2,410.4,80.64,505.43
SHIP00629,454,1323,Air,Bangalore,Singapore,1.05,1.19509488485424,High,1,4,49.31,969.38,419.94
SHIP00630,4663,609,Rail,Mumbai,Dubai,1.83,0.828310213922689,Low,4,4,332.64,232.77,903.57
SHIP00631,4621,166,Air,Mumbai,London,1.25,1.19425454033969,High,6,0,63.09,979.86,2106.67
SHIP00632,2050,3096,Sea,Kolkata,New York,1.4,1.16422623409116,Medium,5,2,327.37,482.12,879.67
SHIP00633,,93,Road,Bangalore,Los Angeles,0.78,1.14256810867417,High,5,1,146.66,600.5,254.22
SHIP00634,1718,558,Road,Delhi,New York,0.7,1.06943947770251,High,9,3,446.45,912.03,149.5
SHIP00635,1510,3489,Road,Kolkata,London,1.12,1.04354323570973,High,9,1,203.96,985.07,380.38
SHIP00636,3686,,Rail,Mumbai,London,1.78,1.19864800700528,High,9,0,198.54,213.04,1452.98
SHIP00637,2774,4994,Sea,Kolkata,New York,0.86,1.18959899448421,Medium,7,3,428.24,628.55,808.88
SHIP00638,4859,966,Air,Chennai,New York,1.43,1.12473323345394,High,9,4,481.94,708.22,2577.57
SHIP00639,4228,2995,Sea,Bangalore,Singapore,1.81,0.834744590398983,High,8,2,24.09,722.76,1297.59
SHIP00640,2098,848,Road,Delhi,Los Angeles,1.9,0.948866645021699,Low,8,2,250.45,249.74,454.68
SHIP00641,4196,1810,Air,Mumbai,New York,1.99,1.14637112393567,Medium,5,4,287.36,116.52,3491.04
SHIP00642,4830,2383,Road,Kolkata,Los Angeles,1.64,1.08100813003071,Low,9,1,463.88,407.43,1067.52
SHIP00643,766,3325,Road,Delhi,Dubai,0.61,0.848801681415711,Low,8,1,301.19,821.05,125.74
SHIP00644,4594,868,Road,Bangalore,London,1.81,0.939299416516143,Low,7,4,292.94,972.11,854.83
SHIP00645,4633,2218,Sea,Delhi,New York,1.83,0.807770201670996,High,8,4,372.38,472.39,1273.19
SHIP00646,1873,3785,Sea,Bangalore,Dubai,1.34,1.15712130701704,High,9,2,397.61,918.5,875.79
SHIP00647,2131,3115,Road,Bangalore,London,0.6,1.09880211424859,Low,7,1,239.62,736.19,243.18
SHIP00648,3469,3309,Road,Bangalore,Singapore,1.21,0.974344344254499,Medium,9,3,88.93,162.09,604.04
SHIP00649,1624,956,Air,Kolkata,London,0.82,1.10415524100796,Medium,8,3,429.29,378.17,570.95
SHIP00650,299,4158,Road,Bangalore,New York,1.16,1.17336887748456,Low,2,0,90.84,757.17,
SHIP00651,723,652,Road,Delhi,Dubai,1.59,0.911956677060347,Medium,3,0,490.19,474.87,152.11
SHIP00652,4583,4345,Road,Chennai,Dubai,1.5,0.914326736425933,Low,6,0,187.78,673.22,926.51
SHIP00653,2215,,Road,Delhi,Dubai,1.67,0.993060592582079,High,6,1,476.23,771.64,589.81
SHIP00654,820,1841,Sea,Kolkata,London,1.21,1.08275985098342,High,7,3,353.84,981.94,342.04
SHIP00655,4012,3577,Road,Bangalore,Los Angeles,1.27,1.19721497413469,High,2,1,433.94,922.28,3344.80292389419
SHIP00656,4413,4593,Rail,Chennai,Los Angeles,1.9,0.865172582161449,Medium,1,4,471.86,377.03,1323.51
SHIP00657,2034,1861,Road,Kolkata,London,1.45,0.936854225963915,Low,5,2,338.04,812.61,402.71
SHIP00658,1127,3961,Sea,Mumbai,New York,1.62,0.945375991060374,Medium,2,0,392.36,403.87,713.87
SHIP00659,,890,Rail,Mumbai,London,1.5,1.09032958911145,Medium,9,4,109.53,663.96,143.27
SHIP00660,438,3192,Rail,Mumbai,Los Angeles,1.46,1.15463911837963,High,3,4,197.18,108.54,411.46
SHIP00661,3087,4735,Road,Chennai,London,1.87,0.873518055374801,Medium,2,2,206.28,794.87,890.98
SHIP00662,4908,2140,Road,Delhi,Dubai,1.03,1.08546014292897,Low,7,3,93.69,991.62,668.35
SHIP00663,1898,4665,Sea,Chennai,New York,1.14,1.16384880630384,Medium,6,3,284.68,561.98,841.95
SHIP00664,4769,1086,Rail,Chennai,New York,1.07,0.848518267600273,High,8,4,375.45,935.92,578.74
SHIP00665,2864,774,Rail,Chennai,Singapore,1.65,1.05402399202532,Medium,9,2,133.51,879.09,678.47
SHIP00666,3424,1037,Sea,Mumbai,London,1.8,0.880953625680318,Low,3,3,365.93,60.96,937.75
SHIP00667,3328,852,Road,Delhi,Dubai,1.04,0.976456367504485,Medium,8,0,414.38,135.11,381.22
SHIP00668,1302,2632,Air,Chennai,London,0.71,0.850723494902614,Low,4,1,17.43,464.51,474.39
SHIP00669,4031,3887,Air,Delhi,Singapore,1.24,1.07344767707252,Low,2,2,421.58,301.28,2385.75
SHIP00670,,576,Rail,Bangalore,Singapore,1.98,0.960550151963988,High,4,4,116.25,432.25,1143.64
SHIP00671,,1715,Rail,Chennai,London,0.81,1.02690107754392,High,4,1,18.3,535.07,302.39
SHIP00672,4580,1188,Road,Chennai,London,1.18,1.00941692976446,High,8,3,402.71,503.7,616.28
SHIP00673,2200,509,Air,Chennai,London,0.91,1.07759392113405,High,8,3,396.54,204.21,722.07
SHIP00674,4909,2602,Rail,Bangalore,Los Angeles,1.88,1.15823133593621,High,7,2,16.82,191,1622.65
SHIP00675,1379,4470,Road,Bangalore,Singapore,1.33,0.911899735354876,Low,4,1,45.09,442.92,438.32
SHIP00676,1408,4724,Air,Mumbai,New York,1.37,1.03806672553342,Low,2,3,461.52,706.37,1608.45
SHIP00677,2532,2858,Sea,Kolkata,Los Angeles,0.51,1.02950655149008,Low,1,2,453.56,611.72,
SHIP00678,4592,2948,Rail,Delhi,Dubai,1.48,0.926058127668369,Low,2,1,265.89,131.72,997.66
SHIP00679,2067,3293,Sea,Kolkata,New York,0.96,0.99983446189051,Medium,2,4,428.52,318.62,534.66
SHIP00680,1381,4118,Air,Chennai,New York,1.27,0.816181269456999,Low,3,4,156.08,443.92,1069.72
SHIP00681,4394,2381,Road,Chennai,New York,1.3,0.970773228713899,High,5,3,85.83,365.79,704.77
SHIP00682,4311,4620,Road,Mumbai,Singapore,1.39,0.908210754448233,Low,1,2,488.27,474.64,835.84
SHIP00683,1408,,Air,Kolkata,Dubai,1.74,1.14559026003858,Medium,5,0,293.23,466.97,1958.74
SHIP00684,4687,681,Sea,Chennai,Los Angeles,0.95,0.943116675255735,Medium,7,3,155.18,841.28,675.67
SHIP00685,4904,4848,Road,Kolkata,Dubai,0.88,0.87688389068244,High,1,0,263.5,842.6,565.47
SHIP00686,3227,2506,Rail,Mumbai,Los Angeles,1.69,1.01186849017462,Medium,4,1,304.57,942.96,919.33
SHIP00687,2178,1031,Sea,Kolkata,Singapore,1.58,1.12438577904385,Medium,2,2,172.3,547.47,717.76
SHIP00688,2230,4704,Sea,Delhi,Dubai,0.84,0.941618303547101,High,8,3,385.83,312.6,543.63
SHIP00689,4942,4367,Rail,Mumbai,New York,0.5,1.13873216433429,Low,2,4,29.57,707.39,486.84
SHIP00690,187,1606,Air,Kolkata,Dubai,1.5,0.930451823038388,Medium,1,1,128.3,775.96,414.52
SHIP00691,3522,2255,Road,Chennai,Singapore,0.74,1.09423921322631,Medium,2,1,162.94,381.37,376.49
SHIP00692,2882,,Sea,Bangalore,Singapore,,0.846100471000024,Low,4,1,364.53,833.31,1262.71
SHIP00693,3629,4005,Road,Bangalore,Singapore,1.41,0.824880220658087,High,5,0,400.27,709.37,654.99
SHIP00694,3081,971,Road,Mumbai,Los Angeles,1.77,1.09503036228916,Medium,2,0,316.28,971.73,691.26
SHIP00695,4214,,Sea,Bangalore,Dubai,1.71,0.947359285588955,Medium,4,1,172.46,378.04,1079.15
SHIP00696,2643,4822,Air,Delhi,New York,1.34,0.957198109661025,High,7,3,138.17,926.41,1944.75
SHIP00697,4350,,Sea,Mumbai,New York,1.16,1.02966105882434,Medium,5,0,204.52,380.25,1203.42
SHIP00698,3868,1670,Air,Chennai,London,1.25,1.19474806395591,Low,8,2,225.25,873.17,2107.09
SHIP00699,4188,3002,Rail,Chennai,Singapore,1.7,0.868603920709815,Medium,9,4,301.28,361.47,1008.06
SHIP00700,3873,3168,Air,Mumbai,New York,1.46,0.919941631425004,Medium,1,3,342.06,913.15,2198.81
SHIP00701,4092,1644,Air,Bangalore,Singapore,0.81,1.05948146065867,Medium,1,2,195.27,66.05,1265.13
SHIP00702,1956,615,Sea,Bangalore,New York,1.41,1.08038532225494,Low,3,0,68.83,434.84,517.21
SHIP00703,810,4849,Road,Chennai,Dubai,1.11,1.08245810361292,Low,8,4,225.34,97.63,388.63
SHIP00704,,2918,Road,Delhi,London,0.59,1.03816210725317,Medium,1,1,187.17,437.1,303.44
SHIP00705,949,907,Air,Bangalore,Singapore,1.07,1.03531354575458,Low,2,4,39.27,450.6,466.1
SHIP00706,4505,1334,Air,Delhi,Los Angeles,0.84,0.859242779823417,Medium,1,1,110.66,912.44,1119.89
SHIP00707,2997,634,Sea,Bangalore,Los Angeles,1.76,1.13385014917231,High,1,2,213.33,809.79,992
SHIP00708,1769,4377,Air,Mumbai,New York,0.66,0.803558324487253,High,9,2,281.03,303.22,629.66
SHIP00709,330,1295,Sea,Kolkata,Dubai,1.04,0.967030904273268,Medium,1,3,276.87,843.5,147.46
SHIP00710,3316,101,Rail,Chennai,Singapore,1.54,0.886163700714372,High,4,2,114.01,222.4,551.31
SHIP00711,1937,2213,Air,Mumbai,London,1.85,0.84173596518618,Low,7,0,123.11,707.86,1421.81
SHIP00712,3316,587,Rail,Bangalore,Dubai,1,0.927796321965895,Medium,5,0,358.35,313.51,
SHIP00713,716,590,Air,Chennai,New York,1.41,1.06287491714152,Medium,5,4,177.24,968.57,454.54
SHIP00714,4238,864,Air,Kolkata,Dubai,1.06,0.998833164125807,Medium,7,1,102.78,936.97,1483.33
SHIP00715,721,1465,Rail,Kolkata,London,0.8,1.14941034474953,Medium,6,4,232.08,336.71,160.38
SHIP00716,2019,2888,Rail,Bangalore,Dubai,0.99,1.03987418183152,Medium,6,3,251.68,77.93,427.81
SHIP00717,4206,1702,Sea,Chennai,Singapore,1.45,0.901253614406072,High,8,3,107.67,664.95,991.29
SHIP00718,3172,2715,Sea,Bangalore,New York,1.57,1.00608837811637,Low,9,0,238.95,204.57,1073.19
SHIP00719,4749,4564,Rail,Kolkata,London,1.06,0.890954321518149,High,2,3,376.64,161.67,796.82
SHIP00720,4827,4112,Air,Mumbai,New York,0.73,0.871462590047925,Low,4,0,93.66,911.84,1313.62
SHIP00721,3950,2406,Sea,Mumbai,Singapore,0.71,1.18200821016854,Low,9,1,185.73,585.52,648.68
SHIP00722,573,3860,Air,Delhi,London,1.72,0.987213132939039,Low,1,4,59.66,937.3,1275.03
SHIP00723,2443,913,Road,Kolkata,London,1.48,1.06048323629442,Low,8,3,115.41,301.32,455.08
SHIP00724,3167,235,Sea,Kolkata,New York,1.59,1.14937291087584,Low,1,1,221.78,365.53,
SHIP00725,2643,4406,Sea,Bangalore,Dubai,1.23,0.928871060815124,Medium,4,3,487.48,939.95,830.49
SHIP00726,2018,1601,Sea,Delhi,Dubai,,1.11561009604472,Medium,9,2,352.5,473.28,561.27
SHIP00727,1803,2257,Road,Delhi,Los Angeles,0.82,1.11553077376088,Medium,4,3,466.46,272.25,268.15
SHIP00728,2346,,Rail,Chennai,Los Angeles,,1.12960476092454,Medium,5,1,61.29,444.42,279.73
SHIP00729,2311,4369,Air,Bangalore,London,0.73,0.87578581770817,High,9,3,471.55,383.48,862.22
SHIP00730,2336,1329,Road,Mumbai,New York,1.99,1.18513609369841,High,8,2,260.42,798.32,707.64
SHIP00731,4252,4325,Rail,Chennai,London,1.73,0.909912517834729,Medium,1,3,148.34,440.5,1211.69
SHIP00732,2928,4777,Sea,Delhi,New York,1.44,1.11072590948225,Medium,3,1,423.94,123.17,1275.52
SHIP00733,4193,3744,Rail,Mumbai,Singapore,0.82,0.864922359848133,Low,4,0,304.66,625.31,516.18
SHIP00734,3694,3331,Rail,Kolkata,Los Angeles,1.01,1.16969082342545,Low,3,1,54.46,894.28,759.8
SHIP00735,4482,1586,Rail,Bangalore,London,1.03,0.971138119083622,Low,9,0,272.3,917.2,633.17
SHIP00736,2105,3214,Air,Delhi,Singapore,1.22,1.06746138075594,Medium,6,0,324.52,508.12,1450.24
SHIP00737,4770,2820,Rail,Kolkata,Dubai,1.13,1.14007672850749,Medium,3,4,18.71,62.46,955.39
SHIP00738,1326,2013,Rail,Delhi,Los Angeles,1.9,0.912954606449526,High,8,1,279.33,620.59,485.52
SHIP00739,2816,3895,Rail,Mumbai,New York,1.58,0.955598405005214,Low,9,4,187.97,494.39,863.06
SHIP00740,352,3485,Rail,Chennai,Dubai,0.62,0.925355683055712,Low,4,0,233.86,944.45,144.2
SHIP00741,688,4760,Road,Mumbai,Dubai,1.04,0.913148205613421,High,5,3,63.38,891.63,291.36
SHIP00742,105,611,Road,Bangalore,Singapore,0.7,1.0041205799186,Low,3,0,256.41,904.71,28.85
SHIP00743,4871,2471,Rail,Bangalore,London,0.92,1.01869799748332,Low,5,1,492.52,793.62,686.76
SHIP00744,575,4767,Rail,Delhi,London,1.94,0.830729102076009,Medium,2,1,371.68,287.3,572.16
SHIP00745,4619,2185,Rail,Mumbai,Singapore,1.56,1.06931714417614,High,2,1,464.65,597.61,1143.31
SHIP00746,4173,,Sea,Chennai,Dubai,0.51,0.96800052480374,High,5,1,145.97,853.81,387.18
SHIP00747,2175,2230,Rail,Bangalore,Los Angeles,0.99,1.15581173604548,Low,7,3,197.42,797.09,451.75
SHIP00748,3337,2010,Rail,Chennai,Dubai,1.16,1.15420896675565,High,1,4,328.02,832.6,697.61
SHIP00749,414,3929,Road,Kolkata,Singapore,1.4,1.08803711334979,Low,3,2,372.42,503.7,362.31
SHIP00750,4671,3329,Road,Delhi,Dubai,1.25,1.14151327520207,Low,1,4,159,302.46,904.01
SHIP00751,1696,3934,Road,Chennai,Dubai,0.6,1.16900563474724,Medium,8,0,180.32,109.92,256.92
SHIP00752,968,3320,Air,Delhi,Dubai,1.27,1.03093154812237,Medium,2,1,74.54,314.57,1032.24
SHIP00753,2847,4737,Sea,Kolkata,Dubai,,1.18876254366766,Low,6,1,342.57,68.54,651
SHIP00754,,632,Rail,Chennai,Los Angeles,1.28,1.18215954455597,High,6,2,180.77,360.16,344.46
SHIP00755,3395,1663,Road,Chennai,New York,0.87,0.843953065820609,High,9,4,77.96,954.88,310.33
SHIP00756,1956,1151,Air,Kolkata,New York,0.72,1.00910201457751,Medium,6,0,320.65,304.21,551.78
SHIP00757,3136,338,Rail,Mumbai,London,0.93,0.845786985732303,Low,6,1,16.11,933.81,311.96
SHIP00758,4630,3909,Rail,Chennai,New York,0.65,1.07365342598261,Low,1,2,475.54,974.16,
SHIP00759,2125,3110,Road,Chennai,New York,0.93,1.10611031435177,Medium,7,2,324.11,147.7,
SHIP00760,763,2976,Rail,Bangalore,New York,1.8,1.15387118649612,Low,6,0,307.85,821.13,561.03
SHIP00761,1112,4152,Rail,Mumbai,Dubai,0.96,1.06000381539873,Medium,8,2,327.09,951.38,389.29
SHIP00762,2026,1233,Rail,Chennai,Dubai,1.21,0.981597110212829,Low,1,2,165.11,249.77,376.63
SHIP00763,1346,4385,Road,Kolkata,Los Angeles,1.28,0.862374795463533,High,8,4,124.27,415.8,390.59
SHIP00764,175,1496,Air,Delhi,Dubai,0.77,0.850041592680973,Medium,8,1,273.04,846.08,181.24
SHIP00765,4682,1799,Rail,Kolkata,Dubai,1.16,0.994266915458847,Low,1,4,472.59,183.61,772.49
SHIP00766,3646,1953,Air,Mumbai,New York,1.78,1.13301908071133,Low,7,2,147.72,582.02,2796.76
SHIP00767,3333,3225,Rail,Bangalore,Los Angeles,0.62,1.10028749215371,Medium,7,3,361.04,279.34,
SHIP00768,1653,1127,Road,Bangalore,Los Angeles,1.88,1.15232070452129,Low,7,0,486.9,776.83,480.17
SHIP00769,116,2427,Air,Bangalore,New York,1.81,1.12439608422449,Low,3,2,279.2,637.8,811.72
SHIP00770,282,897,Road,Kolkata,New York,1.78,0.882186622296689,Low,3,2,234.71,636.79,435.043589586482
SHIP00771,2206,2926,Sea,Delhi,Los Angeles,0.8,0.880129764178097,Medium,8,4,376.56,920.41,387.5
SHIP00772,1219,1289,Rail,Delhi,Singapore,1.23,0.983205320287897,High,8,0,79.28,688.8,270.43
SHIP00773,2208,1382,Sea,Chennai,New York,1.42,0.876462292894269,Low,8,1,26.21,189.97,541.2
SHIP00774,4256,3556,Sea,Delhi,New York,,0.874989707794765,Medium,3,0,182.41,215.26,514.77
SHIP00775,1543,2429,Sea,Delhi,Los Angeles,1.34,0.907111574373935,Medium,4,2,420.24,310.89,502.77
SHIP00776,4768,4841,Rail,Chennai,Singapore,1.76,0.809026874698786,Low,2,4,47.98,86.05,1228.27
SHIP00777,4057,4172,Road,Kolkata,Singapore,1.9,1.02853706574571,Medium,3,3,299.63,396.78,1200.48
SHIP00778,2522,3287,Sea,Kolkata,London,0.92,0.958642710954907,Low,5,2,35.24,413.76,551.07
SHIP00779,2710,2415,Air,Mumbai,Singapore,0.93,0.894958326464351,Medium,3,0,255.48,724,978.17
SHIP00780,2789,2462,Rail,Kolkata,New York,0.91,0.853689561415192,High,4,0,73.73,361.78,374.76
SHIP00781,1811,3224,Road,Bangalore,Dubai,0.73,0.982340107075866,High,7,3,307.71,863.7,245.47
SHIP00782,3564,422,Road,Bangalore,Los Angeles,1.15,1.04078335594562,High,3,0,161.99,414.99,451.83
SHIP00783,2025,1999,Sea,Mumbai,New York,1.68,1.18931093334656,High,1,0,191.63,999.41,906.46
SHIP00784,,294,Rail,Delhi,Los Angeles,1.57,0.901529546472978,High,1,4,40.85,501.32,434.64
SHIP00785,926,1890,Sea,Mumbai,Singapore,1.85,0.810533963527554,High,4,0,390.26,893.04,420.83
SHIP00786,3862,,Air,Chennai,Los Angeles,1.03,1.09440604273488,High,1,1,305.3,259.82,1893.93
SHIP00787,3498,174,Road,Mumbai,New York,,0.894067830388615,Low,6,3,294.97,53.32,435.91
SHIP00788,1362,4682,Road,Mumbai,Dubai,1.65,0.993705465143662,Low,4,2,332.46,537.44,607.15
SHIP00789,1510,2803,Rail,Bangalore,New York,1.85,1.12329007973229,Low,5,3,335.24,539.16,726.04
SHIP00790,2759,1969,Road,Chennai,London,1.81,0.814790741161831,Medium,6,2,182.62,957.24,552.08
SHIP00791,2374,,Rail,Chennai,Los Angeles,1.2,0.856607702580271,Medium,2,4,144.5,235.53,396.76
SHIP00792,1783,1475,Sea,Mumbai,New York,1.86,0.839270419670824,High,1,0,155.78,237.29,590.19
SHIP00793,1655,1590,Air,Chennai,Singapore,1.17,0.893490551152588,High,2,2,407.57,448.48,
SHIP00794,2613,580,Rail,Chennai,Singapore,1.85,0.869212753493155,Medium,6,2,93.05,541.74,560.18
SHIP00795,3471,4399,Sea,Kolkata,New York,1.67,0.926640730603664,High,9,4,248.51,659.72,1316.26
SHIP00796,3567,3153,Air,Chennai,London,0.83,1.09852183906146,Medium,8,3,316.57,330.03,1406.91
SHIP00797,,4806,Road,Delhi,Los Angeles,1.89,0.816937497991705,High,1,3,262.96,301.69,748.85
SHIP00798,3785,1851,Air,Chennai,London,0.86,0.829505553693173,High,5,3,281.14,848.46,1008.11
SHIP00799,2920,,Air,Bangalore,Dubai,1.86,1.02572953142244,High,7,0,421.13,520.4,1982.07
SHIP00800,1210,3778,Air,Kolkata,New York,1.42,1.00810390151415,Medium,8,4,171.41,934.96,1330.87
